gene_id	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
GIT1	685	490	470	341	111	404	525	540	495	678	667	186	191	549	694
ABHD15	391	260	336	235	69	256	63	73	59	101	122	52	85	58	75
GID4	128	196	121	112	39	130	113	167	121	159	222	56	36	76	132
ARSG	47	57	67	60	28	33	89	93	91	113	142	98	87	76	84
SLC16A6	17	8	16	14	6	2	7	7	3	5	8	82	93	1	1
WIPI1	258	250	226	128	66	172	2117	2359	2035	2694	3366	87	109	2416	2761
C1QBP	611	562	596	334	100	519	1704	1835	1684	2258	2713	271	193	1560	1711
USP22	3025	2980	3238	1495	643	2445	4666	6708	5852	8384	10122	246	209	3807	4555
FAM117A	1865	2391	1385	1486	338	1117	203	193	171	268	286	170	123	163	175
LRRC75A	183	170	119	108	39	211	79	64	62	95	124	59	68	29	41
RPH3AL	232	237	336	106	84	292	8	12	8	2	1	100	119	2	4
SAMD14	30	29	24	30	17	10	12	14	21	26	22	134	151	6	12
NSF	659	502	680	544	170	436	1253	1491	1322	1357	2188	171	170	1540	1743
WDR36	884	1010	765	457	155	612	823	831	666	1084	1454	159	116	378	484
MYH10	171	220	128	120	90	94	10401	37461	30507	14398	16557	409	436	23559	26522
UBE2Z	2735	2904	2250	1448	592	2162	3074	3202	2798	3412	4194	323	246	2290	2803
DGKE	1187	937	935	680	195	647	76	121	91	99	144	163	179	89	107
SPOP	1418	1153	1350	821	333	1106	1731	1996	1696	1930	2584	149	174	1262	1372
GPS2	866	902	992	363	135	719	624	761	711	998	1210	478	255	500	563
APPBP2	1576	1520	1414	784	330	1121	2190	2505	1961	2500	3296	133	138	1423	1833
CAMSAP3	6	7	7	7	16	6	1	1	0	2	1	84	110	1	0
SRCIN1	15	14	12	12	32	17	11	15	11	6	10	162	155	2	4
TMIGD1	2	3	3	2	6	1	0	0	2	1	0	55	62	0	0
TAF15	496	271	438	412	143	247	216	145	143	313	502	303	217	121	156
ABCA5	3816	7022	4717	1189	770	3626	2231	2830	2231	2266	2994	141	203	593	668
EIF4E1B	1	2	0	1	4	3	0	1	0	0	0	38	44	0	0
LOC101082044	7	2	11	4	41	3	0	0	0	0	1	282	330	0	0
TEX101	4	0	1	2	4	1	0	4	1	1	2	40	55	0	1
LOC101086687	23	27	31	16	13	9	25	31	25	17	30	57	89	18	12
LOC105261213	178	102	98	81	40	109	157	201	165	211	235	11	20	91	104
LOC101087185	837	940	789	319	162	676	852	1262	1028	916	1193	67	47	1420	1704
LOC111557977	14	9	8	5	3	7	11	12	6	14	17	0	0	5	3
PIEZO1	2237	1861	2129	1111	484	1483	3831	4338	4095	4677	4759	539	359	4110	5024
CTU2	381	310	325	149	97	255	168	181	179	198	211	50	77	99	146
SNAI3	11	5	10	16	20	9	6	3	2	2	3	52	82	3	2
RNF166	547	549	603	381	149	445	594	609	570	1078	1281	52	49	673	754
ARHGEF1	9771	9599	9065	4540	2297	7163	1815	1941	1823	1932	2280	1063	739	1837	2022
LOC102899286	162	127	127	96	24	94	1084	790	776	1222	1372	60	50	901	1144
SPRED3	41	25	14	23	25	7	165	159	150	183	212	110	95	118	166
FAM98C	301	337	280	149	71	201	434	436	428	476	542	63	31	287	329
CDYL2	257	352	250	333	69	180	255	205	135	333	479	280	239	194	263
INAFM1	89	88	91	40	22	61	189	124	123	208	232	38	44	111	124
ZFPM1	58	68	87	57	29	49	67	114	107	174	196	104	97	65	62
CLPTM1	697	574	633	406	154	450	1302	1204	1059	1504	2062	209	167	1051	1261
TOX3	1	0	1	0	8	1	2	17	11	16	31	33	79	19	20
LOC105261236	0	1	0	0	0	0	0	0	0	0	0	18	22	0	2
SSC5D	13	6	3	4	31	7	14	60	57	7	21	154	136	44	40
CCDC106	50	27	31	27	10	37	413	453	428	504	578	75	81	326	359
LOC101097117	25	30	11	3	8	20	1	18	10	0	1	17	21	0	0
MAP3K10	372	301	314	153	88	258	135	126	120	194	203	97	106	87	98
WFDC1	1	15	5	2	1	6	1	7	17	0	0	11	14	12	5
TSHZ3	1	1	0	2	6	1	211	198	158	286	366	83	121	155	197
ZNF469	26	29	24	16	37	21	1325	1656	1514	1959	2163	186	176	639	894
WDR87	36	16	24	15	51	21	18	18	7	31	28	397	455	24	29
CNGB1	8	8	9	9	27	6	0	0	0	0	0	292	382	0	0
PIN1	451	366	474	243	78	421	945	1143	982	1159	1332	65	44	872	1037
FOXF1	3	4	0	3	4	1	48	41	35	28	37	37	44	1	5
DNAJA2	3364	3891	3404	1512	616	2794	3793	4076	3457	4109	5388	308	232	2625	3220
VSIG10L	8	9	10	7	12	6	5	3	2	6	3	137	136	3	3
IGLON5	7	1	5	5	15	3	97	72	71	87	94	79	101	22	37
CE2H16orf47	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0
PKD1L3	265	170	197	87	71	149	107	144	100	116	166	238	321	72	80
ADAMTS18	1	2	4	5	14	1	0	0	0	0	0	212	243	0	0
PKD1L2	60	23	44	46	52	63	6	7	6	5	4	313	396	5	3
POLD1	476	422	571	245	112	352	321	350	310	338	419	269	239	182	212
SPIRE2	23	57	42	33	27	34	67	30	28	72	97	66	85	27	34
CPNE2	314	215	304	185	87	213	1026	640	559	1166	1602	139	157	852	929
LOC101093001	1433	1405	1278	631	235	867	753	661	573	685	828	192	167	386	445
ZNF285	6	14	13	9	21	11	31	21	26	19	12	100	106	4	7
SLC6A2	12	2	1	9	33	7	3	0	2	0	0	149	194	2	1
S1PR2	103	113	115	29	15	44	1642	1438	1270	1439	1643	82	82	960	1167
NUDT19	302	297	311	154	60	213	495	575	504	579	720	58	55	317	416
RUVBL2	585	511	477	248	102	368	605	600	555	734	906	208	131	404	465
CCER2	27	28	22	15	20	19	10	7	7	11	13	78	111	11	18
LOC101093728	208	101	293	57	56	114	0	0	0	1	2	23	38	1	0
FAM83E	9	3	4	3	14	3	4	7	8	1	0	71	54	1	1
SULT2B1	15	9	6	10	1	7	1	2	0	1	0	21	19	2	1
ICAM3	1574	1462	1511	830	289	1132	1	4	2	1	3	154	126	1	5
ZNF671	43	34	32	27	2	44	37	62	71	94	88	35	64	18	27
TYK2	2535	2020	2232	1115	430	1583	1068	1100	1002	1015	1148	231	157	643	663
PTPRH	54	49	75	21	21	36	14	10	7	15	13	203	247	8	20
ETHE1	631	540	768	276	180	640	672	756	697	650	714	42	39	654	760
GFY	4	3	7	8	20	3	0	0	1	0	0	105	92	0	1
CDC37	1266	1153	1426	713	262	1178	2091	1953	1794	2701	3020	500	294	1845	2143
NLRP13	17	17	15	3	14	12	0	0	0	0	0	112	141	0	0
CEACAM16	28	6	12	7	27	8	20	20	18	2	0	119	111	1	3
DACT3	71	140	130	73	20	156	1069	1039	923	1056	1251	57	46	418	585
SRRM5	8	4	3	4	9	14	3	3	0	3	7	152	140	1	5
ZNF428	148	150	143	83	25	101	140	120	112	150	172	12	10	79	75
IGSF23	0	2	2	2	4	1	1	0	0	0	0	33	36	0	0
S1PR5	13	33	80	25	16	8	1	0	7	1	2	22	43	1	2
TSNAXIP1	13	2	8	19	17	9	25	28	19	19	21	136	200	18	16
ARHGAP35	899	671	744	730	287	539	1773	1943	1618	2100	2891	346	375	1217	1250
LOC111558024	6	0	8	2	1	1	1	0	0	0	0	8	22	0	1
CCNE1	512	627	389	105	91	406	67	78	63	56	94	91	69	116	121
LOC102902632	30	25	12	4	7	4	3	1	0	2	4	22	27	0	0
GINS3	137	128	130	74	28	113	104	121	57	52	51	64	92	42	56
GLG1	4967	4333	4323	2657	1105	3182	11155	16230	13642	12581	15604	640	565	10488	12424
VSTM2B	5	2	1	0	4	0	46	45	29	45	50	26	27	160	227
CAPN12	3	5	3	3	11	4	6	3	4	5	3	54	70	3	2
KCNA7	21	9	15	8	26	12	3	7	6	3	4	212	212	1	3
DPEP2	77	52	59	44	28	56	1	0	0	0	0	121	102	0	1
ARHGAP33	30	22	34	35	28	16	9	3	10	21	11	181	172	11	9
LOC101097690	360	318	307	173	75	241	171	286	203	208	299	49	88	134	158
PROSER3	30	43	30	23	24	31	16	16	23	14	25	87	114	26	26
ZNF599	227	197	169	93	75	105	102	102	106	216	311	230	199	56	56
GAPDHS	133	91	53	42	18	85	9	9	13	18	25	54	59	11	7
FFAR3	18	11	9	23	31	7	0	0	0	0	0	64	85	0	0
USF2	2728	2620	2799	1510	535	2118	1740	2236	1859	2426	2748	467	276	1164	1524
NFKBID	752	592	515	275	137	562	55	33	32	45	55	143	148	41	40
UPK1A	3	2	6	2	4	1	2	7	2	2	7	34	29	1	7
LOC111558044	0	1	2	1	1	0	0	0	0	0	0	34	35	0	0
DOCK6	106	122	126	79	60	81	1721	1238	1162	2239	2325	268	266	1022	1094
PPP1R14A	158	86	238	110	64	151	25	27	18	34	43	23	13	112	151
RYR1	80	66	69	48	119	44	319	1338	1206	473	559	769	787	365	427
SLC22A31	3	0	4	1	10	3	1	1	4	0	0	20	18	0	0
GPR4	13	17	12	19	14	10	11	10	9	20	21	151	126	48	65
LOC109494587	45	30	56	29	20	35	2	0	0	0	0	53	53	0	0
CBLN1	1	1	0	1	9	0	0	0	0	0	0	50	57	0	0
LOC101100430	99	76	81	51	23	63	27	38	33	28	46	11	21	20	14
EXOSC6	357	481	319	128	87	322	89	109	69	123	126	24	28	44	54
FOXL1	4	0	1	6	20	0	111	57	64	21	27	41	63	21	22
CE2H19orf84	1	1	0	2	11	1	0	0	0	0	0	41	40	0	1
CDT1	44	51	51	40	25	64	26	16	9	12	12	60	27	4	11
CD79A	1960	1313	1510	2855	622	1550	3	3	1	2	6	64	56	5	0
FOXA3	1	0	1	0	5	0	1	5	3	0	4	38	32	1	1
ACP7	0	2	4	3	12	0	0	0	0	0	0	82	89	0	0
RPL13	22684	26011	23510	13811	5051	16499	14395	13204	11749	16701	19561	1530	868	8934	10408
NLRP12	334	201	296	131	96	234	1	0	0	0	0	118	121	0	0
EPOR	126	128	129	68	47	163	21	29	32	13	16	46	72	30	22
MTSS1L	63	46	64	47	30	39	996	1702	1477	1274	1484	145	208	1007	1252
TMED6	19	9	19	14	12	10	6	8	2	3	5	60	59	2	6
LOC101089914	3247	3044	4121	2115	797	2892	2941	3244	2901	3464	4296	253	158	2838	3112
ZNF276	568	404	493	261	107	338	170	142	137	178	239	94	74	101	132
ZNF653	213	159	214	97	41	109	81	99	91	104	101	100	75	57	65
NFAT5	1617	1392	1244	1329	543	830	1549	1777	1254	1876	1949	334	331	889	1117
PRSS54	4	1	7	2	6	2	0	3	0	11	6	31	59	1	0
FKRP	304	164	247	199	62	165	231	220	212	261	283	65	96	123	144
DPY19L3	1781	1473	1648	781	429	1556	3025	2150	1769	3630	4332	172	129	1531	1816
ITFG1	2909	2282	3287	1763	757	2062	6068	6672	5334	5745	7431	80	69	4205	5285
LOC101088897	906	823	782	582	206	534	463	480	429	454	655	289	284	344	363
SCAF1	661	466	536	370	157	360	559	511	491	618	720	287	249	342	415
LOC105260116	1	0	5	0	9	0	0	0	0	0	2	114	133	0	0
WWP2	1418	1270	1354	883	330	1086	1435	3061	2589	3786	4147	399	317	802	930
RBL2	4712	4865	4466	2406	949	3361	1611	2178	1677	1970	2374	545	445	1287	1505
ZNF319	451	461	429	217	83	355	443	508	462	504	569	70	79	264	326
GALNS	2096	2088	2077	961	458	1684	731	759	751	565	617	48	78	648	804
PTOV1	829	696	726	248	142	468	618	617	558	778	783	101	76	453	455
ZNF324	223	218	194	105	47	151	299	264	212	286	337	63	45	175	213
A1BG	431	442	380	211	83	312	105	108	99	102	124	55	69	37	72
LOC102901988	73	64	56	46	12	70	7	8	12	9	14	57	40	7	3
BRD7	1978	1723	1861	890	362	1201	1257	1474	1172	1609	2115	298	205	861	1031
TRIR	537	420	537	434	106	350	112	138	129	154	212	771	455	110	107
FCGBP	233	211	164	83	72	155	6	7	7	11	13	189	243	1	2
LOC102899789	322	248	256	128	63	193	396	458	338	430	512	75	100	201	259
ZIM2	4	2	1	0	14	1	0	0	0	0	0	134	145	0	0
LOC111558094	0	0	1	0	1	0	0	0	0	0	0	55	45	0	0
ZSCAN5B	0	1	0	1	7	0	0	0	0	0	1	31	25	0	0
NLRP5	14	7	7	4	13	6	0	0	0	1	2	162	185	0	0
NLRP8	15	9	11	6	11	10	0	0	0	0	0	106	115	0	0
PPP6R1	2330	1894	2407	1209	551	1713	947	1128	1015	1236	1423	583	313	700	839
LOC101084434	189	87	80	46	23	15	0	0	0	0	0	96	130	0	0
HSDL1	279	237	256	167	78	197	522	625	567	897	1071	61	71	248	329
DPRX	0	2	2	0	5	0	0	1	0	0	0	21	44	0	3
LOC101097113	0	0	0	0	0	0	0	0	0	0	0	24	50	0	0
LOC111558102	17	8	13	5	4	3	17	22	6	44	40	11	12	9	6
KLK15	0	1	3	4	10	4	1	2	1	1	2	90	112	0	0
LOC111558104	0	0	0	0	2	0	0	0	0	0	0	7	6	0	0
SLC6A16	12	15	4	11	18	6	0	1	0	0	2	85	99	2	0
SIX5	5	0	4	2	7	9	176	258	235	265	306	25	32	121	139
PNMA8B	0	0	2	0	8	0	0	0	0	0	0	29	15	0	0
RELB	727	717	746	449	186	541	341	490	529	393	430	240	257	378	515
CEACAM20	5	7	7	4	9	2	0	0	5	1	4	63	57	0	0
GRIK5	58	50	33	37	46	42	21	13	10	21	33	169	197	11	10
CNTD2	0	1	0	0	3	0	0	0	0	0	0	20	14	0	0
LEUTX	0	2	0	0	1	1	0	0	0	0	0	23	33	0	0
LOC101091743	3	1	1	1	3	0	0	0	0	0	0	28	16	0	0
SARS2	139	116	170	81	43	123	158	153	142	154	169	89	148	83	85
CA1H5orf42	353	230	425	185	160	251	496	629	489	726	881	371	407	374	468
KMT2B	1062	709	683	730	343	548	156	148	118	190	178	694	554	86	106
N4BP1	1452	1438	1248	1102	336	926	387	586	387	512	643	212	227	266	330
HRC	6	2	0	4	25	1	1	4	1	1	5	296	277	3	12
GEMIN7	198	186	170	102	43	142	199	221	191	202	248	35	32	109	137
LOC101096860	556	431	406	217	96	353	177	179	133	252	314	58	69	107	152
CE2H16orf87	346	489	356	201	82	327	426	616	458	540	745	93	82	188	262
HSD17B14	5	1	2	1	6	4	131	339	378	97	108	56	69	574	698
CMTM3	2545	2804	3312	1621	729	2599	1701	2529	2150	2638	3301	89	66	1386	1497
LOC111558116	1579	843	1796	785	420	1024	0	3	0	1	2	64	69	0	0
LOC101094307	10	4	6	3	5	3	0	0	0	0	0	126	115	0	0
FCAR	755	258	271	289	190	304	0	0	0	2	0	52	40	0	0
LENG8	2846	1492	1915	1448	705	1322	377	272	223	374	384	415	248	222	280
HSD11B2	2	5	1	5	6	2	3	5	2	8	3	36	61	2	4
CE2H19orf47	116	97	91	63	41	108	149	121	112	154	167	133	192	129	129
LOC101095388	1138	1027	886	542	233	750	561	749	593	679	875	173	175	439	539
ZNF583	151	159	164	84	37	91	177	232	211	281	415	85	119	159	204
LOC102900225	45	25	34	33	40	19	6	17	15	45	41	86	111	8	14
LOC111556214	1	0	0	2	6	1	0	0	0	0	0	47	65	0	0
LOC111558120	0	1	0	0	1	0	0	0	0	0	0	27	30	0	0
CES3	8	11	5	3	34	8	6	8	1	7	4	150	191	0	0
KCTD19	2	7	9	3	7	3	2	17	17	6	4	147	162	1	3
CACNA1A	1066	235	432	725	282	552	430	196	177	209	227	357	348	328	391
GAN	223	142	185	164	66	111	298	552	469	395	491	126	152	193	236
SNTB2	739	416	574	384	183	352	1458	1159	844	1435	1833	177	200	746	950
CA2H19orf53	196	224	224	156	41	145	159	198	133	182	195	61	27	152	164
PRR12	611	366	361	345	220	263	133	138	120	150	153	366	291	72	103
AMFR	2556	2551	2510	1653	610	2539	4593	6307	5503	6270	7591	195	139	5126	6342
NANOS3	6	7	6	9	6	4	3	3	4	1	1	35	25	1	3
LOC101096371	2	0	1	0	4	1	19	12	12	9	9	34	43	4	14
SETD6	352	367	286	125	63	228	131	140	122	151	225	97	80	93	121
VAT1L	3	4	2	2	9	6	33	28	18	36	52	134	136	59	60
SHISA7	15	16	16	4	21	6	11	5	5	20	12	68	78	7	3
EMP2	3	6	3	2	8	2	2451	1698	1495	2822	3422	58	55	1711	2034
EEF2K	787	584	766	367	154	479	4700	4298	3459	5039	6598	398	381	3683	4378
LITAF	1190	1113	1418	597	322	910	594	1002	817	1004	1220	195	117	393	483
DAGLB	819	901	852	647	239	707	847	1184	1009	697	903	156	169	864	981
FAM220A	1212	1899	1816	1065	369	1507	581	753	657	713	893	55	46	578	758
RAC1	2285	1503	2733	2762	886	1710	2119	2137	1880	2504	3547	352	223	1954	2016
GRID2IP	123	136	95	28	36	83	3	3	7	24	17	132	125	2	11
VKORC1L1	258	169	182	195	79	117	390	437	334	359	550	62	69	468	639
LOC101099765	5	0	0	0	5	0	6	0	0	8	5	39	47	1	6
TMEM248	3948	3669	3778	1965	737	2735	6306	7353	5785	5775	7650	394	303	4238	5073
NIPSNAP2	669	623	690	285	118	484	734	863	668	993	1377	68	79	589	851
ADGRL1	272	231	170	95	87	158	788	819	697	789	798	243	282	465	518
ZNF75A	982	853	760	504	218	631	417	461	337	568	737	204	194	243	336
ZNF205	242	314	230	100	55	191	621	714	720	752	803	105	81	419	577
LOC101097200	21	40	16	7	16	14	11	28	27	4	9	27	17	12	6
VWA3A	10	12	10	13	24	7	14	21	20	25	28	230	286	14	30
ZAN	33	39	47	36	83	29	19	16	9	26	32	370	434	12	21
FBRS	1536	1119	1259	810	397	976	525	483	485	613	686	449	267	276	331
UBE2I	823	794	780	447	143	493	678	868	794	931	1142	195	138	606	757
CCZ1	1344	1338	1406	810	287	1025	1783	1847	1535	2119	2701	148	129	1248	1550
GGA2	1670	1249	1492	1596	376	1116	346	344	291	414	475	260	278	168	199
MGRN1	1220	1049	1025	623	243	837	1984	1926	1754	2339	2779	200	159	1429	1541
CRCP	537	753	568	400	159	460	330	406	263	379	524	95	93	227	288
CASTOR2	280	175	229	151	39	152	410	592	570	800	908	154	124	293	314
CRAMP1	2238	1893	1959	1364	545	1453	622	634	516	633	740	340	333	325	417
SPSB3	604	529	527	283	133	411	185	244	210	259	311	29	39	147	149
XYLT1	914	618	726	719	181	715	1206	1895	1649	1170	1704	150	245	597	595
BCL7C	375	305	422	201	57	279	654	594	517	763	766	55	59	497	552
TMEM8A	158	110	171	107	52	100	429	516	415	616	642	94	70	384	444
AP5Z1	1061	716	1041	650	264	845	545	529	531	735	889	118	87	514	547
MCRIP2	50	37	82	31	17	41	43	60	50	47	83	33	39	43	52
CCNF	26	25	26	26	29	29	18	0	1	14	19	153	153	1	3
TEDC2	99	67	102	71	28	87	41	46	50	48	59	15	31	20	29
SOX8	5	4	3	3	15	7	7	0	0	4	3	34	28	0	0
NFATC2IP	604	584	571	335	114	553	328	339	337	402	563	194	138	251	278
BAIAP2L1	133	99	128	91	27	34	11	41	33	34	43	46	73	97	100
BRI3	525	502	654	337	138	322	917	1176	1018	1162	1420	39	31	543	688
LOC101093982	3864	3200	3292	2222	853	3226	195	148	144	206	256	456	358	147	162
VASN	188	63	124	149	81	104	1393	1045	981	1017	1225	50	29	498	535
TRRAP	3932	2746	3159	2820	1092	2133	1344	1393	1111	1500	1750	1004	998	730	902
RSL1D1	708	728	724	389	142	507	698	892	679	1153	1391	359	206	567	637
SHISA9	10	8	15	4	19	7	1	0	2	0	1	109	152	0	1
SNX29	2112	1106	1649	1985	632	1182	356	406	393	395	480	257	264	269	262
LOC101091244	2	0	0	0	5	0	1	11	13	9	17	62	90	3	4
LOC101081185	37	30	29	13	34	13	3	6	1	4	1	195	252	3	2
RAB11FIP3	1088	1133	945	549	203	637	1775	2161	1976	2253	2471	384	260	1381	1516
TMEM270	3	1	0	1	6	2	0	0	0	0	0	16	27	0	0
ILVBL	691	733	719	393	169	633	1798	2343	2077	1648	1824	162	133	1216	1298
NME4	836	685	828	882	170	632	712	864	775	1007	1169	54	33	666	767
NOTCH3	23	19	31	12	50	7	1552	2116	1850	1327	1291	244	273	2670	3206
QPRT	141	76	193	54	61	101	0	7	10	3	1	27	28	0	0
RPUSD1	346	324	299	200	64	262	397	486	432	405	449	39	42	260	301
ROGDI	266	189	313	104	72	174	47	63	59	103	114	84	73	67	96
SSC4D	6	1	3	3	16	3	41	22	21	17	17	130	139	22	22
ADCY9	920	496	766	391	175	638	1090	1472	1235	1708	2116	273	334	662	754
LRWD1	551	604	475	257	136	480	692	619	606	901	1089	102	97	498	590
RHBDF1	41	36	22	16	19	29	1330	1250	1159	1277	1422	121	140	933	1081
NPRL3	521	366	448	341	100	374	79	70	63	86	106	173	133	53	55
FOXK1	2430	2247	2059	1239	596	1679	1447	1642	1546	1729	1934	197	157	1281	1338
NDE1	462	272	481	264	110	289	240	132	120	353	443	184	156	255	352
RMI2	180	249	198	46	17	134	5	1	2	4	11	47	53	0	3
LINC01835	4	111	10	60	28	76	0	0	0	0	0	115	142	0	0
TMC5	5	5	2	5	8	5	2	79	58	15	17	195	251	1	5
SYNGR3	51	75	53	21	6	38	47	74	51	78	90	42	46	90	106
VPS37D	2	4	2	1	6	1	20	26	26	41	46	11	19	15	17
LOC101085768	760	592	721	326	150	476	2929	1794	1569	2104	2560	152	92	1717	1830
TMEM120A	338	330	333	163	89	225	910	870	756	1060	1235	73	56	842	1044
MYL10	1	1	3	3	12	0	0	0	0	0	2	90	102	0	0
LUC7L	1141	826	1028	614	203	588	579	547	457	666	833	313	344	319	376
SDR42E2	1	2	1	1	7	1	4	2	2	3	5	90	93	7	10
KDM8	433	319	219	156	79	167	90	159	140	165	214	51	55	98	109
CE3H16orf72	1364	1278	1154	779	306	924	1474	1619	1323	2000	2757	163	89	1059	1245
EPS15L1	905	600	803	563	231	556	981	889	706	996	1174	217	225	528	562
KPNA7	6	1	2	0	4	1	5	6	7	9	8	88	102	1	1
PRKCB	8755	7796	9061	9113	2430	6245	0	7	1	1	1	525	490	7	18
TNRC18	1031	622	882	464	310	595	1629	1840	1594	1985	2151	604	342	1339	1646
TXNDC11	3878	2764	3928	2800	989	2787	422	558	468	495	595	141	124	400	488
SNN	3235	2212	2380	2484	755	2544	128	297	233	277	252	55	25	97	90
SLX4	1470	1637	1371	1052	435	1302	194	223	236	266	299	287	271	135	182
CCL26	0	1	0	0	0	1	1	0	0	13	19	17	22	0	0
BAZ1B	2799	2220	2567	1675	654	1758	3475	3618	3004	4372	5803	972	672	1545	1753
SLC35E1	544	547	611	352	160	428	900	1068	897	1549	1915	221	222	782	890
EIF2AK1	1859	2926	1831	1153	349	1481	751	785	604	777	1065	284	195	627	718
PRR35	0	0	1	1	10	2	0	0	1	0	0	11	13	0	0
PLA2G10	12	5	4	5	3	7	0	0	0	0	1	17	12	0	0
ABCC1	1606	1250	1436	956	395	1020	733	1115	950	834	913	296	300	416	462
KCTD7	61	26	32	24	17	22	37	45	61	69	59	47	62	44	40
CE3H16orf52	188	167	227	60	44	210	212	208	201	236	279	20	22	109	150
FAM105A	3306	2279	3628	1591	748	2244	6	33	27	3	4	198	180	166	224
ZNF853	253	242	205	70	46	126	320	338	293	474	539	57	57	147	204
IFT22	156	125	135	153	39	97	409	269	230	256	273	83	85	363	466
IQCE	49	48	91	77	58	52	172	148	137	141	217	116	128	95	107
SIN3B	1155	973	1008	491	240	702	1578	2109	1852	2140	2449	300	289	1454	1776
ACSM3	101	85	64	67	24	66	109	215	149	146	205	96	152	107	112
CPAMD8	235	165	135	18	67	145	238	384	353	201	236	257	290	217	234
AMDHD2	225	236	262	105	87	183	549	786	727	996	1021	66	81	322	369
MUC17	8	6	4	6	38	3	4	1	0	0	0	216	293	0	1
NR2F6	71	55	67	32	11	48	214	328	292	356	368	40	38	128	184
SETD1A	446	286	305	309	147	253	126	120	90	134	191	412	383	76	86
STX1B	3	0	2	1	9	2	0	0	1	1	0	91	94	0	0
ARHGDIG	2	2	0	0	5	1	739	519	534	928	1082	37	40	1269	1520
EIF4H	3964	3755	4023	2119	736	2871	4400	5288	4268	5628	7249	508	363	3258	4061
ANO8	763	640	703	279	154	416	184	154	149	248	321	139	118	133	172
STX1A	18	59	31	13	22	18	58	46	44	65	78	118	115	46	53
DNAJC30	62	87	83	42	9	59	92	73	68	90	109	34	20	40	65
PARN	1300	1390	1376	974	324	988	1069	1175	951	1525	2056	222	178	602	845
LOC101083473	255	279	226	153	96	167	610	685	594	609	855	170	187	414	448
GPC2	7	9	6	7	12	4	16	4	9	15	11	170	161	8	3
TSC2	2093	1742	1911	1020	542	1525	2055	2526	2294	2341	2974	345	317	1666	1825
ZFAND2A	24	22	28	25	9	21	49	65	46	77	95	14	14	22	13
LOC101091832	16	11	10	11	29	7	0	4	2	2	1	160	191	3	1
SDK1	340	595	301	136	134	358	4705	6750	5769	5336	6278	340	367	2934	3480
LOC101097531	0	1	5	0	3	1	0	0	0	0	0	24	31	0	0
ZKSCAN1	2208	2055	1988	1127	456	1680	2139	2821	2311	2741	3584	607	531	1464	1589
APOBR	246	127	189	112	81	132	1	0	1	3	1	199	233	0	0
ARHGAP17	1044	630	985	1508	505	678	297	355	359	404	619	312	338	182	190
LOC101087463	12	4	7	4	24	3	3	9	6	0	0	162	190	0	0
PGLS	629	537	645	419	142	480	859	947	884	1278	1534	56	32	679	897
HS3ST4	0	1	0	1	5	1	0	0	3	0	0	46	58	0	3
FAM20C	118	74	68	24	27	49	6776	15940	14666	6966	8328	63	59	2724	3298
LOC101097198	1202	1045	1107	873	324	869	3954	5151	4605	4134	5555	410	426	3283	3633
YPEL3	2826	2891	3067	2205	530	2287	524	708	619	583	655	75	96	529	726
TRIM4	387	321	332	241	78	232	408	476	388	467	595	161	110	266	316
COLGALT1	580	435	597	372	151	499	1264	1634	1458	1661	2124	132	93	1433	1650
ZNF771	22	23	34	10	12	12	103	111	106	105	115	57	41	73	76
CE3H16orf62	805	780	809	545	207	567	2472	2789	2310	2918	3847	237	296	1788	1987
TBL3	475	468	473	217	82	348	728	842	837	783	908	94	80	561	616
RPS2	16858	16518	18633	10856	3688	12800	40157	33480	28221	46455	57783	1486	724	27734	31918
MAP1S	119	86	89	42	20	73	63	102	101	129	113	39	42	55	80
TAGLN2	15264	10997	17460	12076	4732	16582	2375	1850	1644	2677	3396	517	330	1019	1196
RHBG	2	0	1	3	3	3	0	4	1	1	3	30	33	3	6
LOC101090826	3	0	0	2	18	0	1	1	1	0	0	81	102	0	0
KIF21B	3975	2786	2649	2322	938	2330	2	1	3	5	7	1478	1123	2	2
CSRP1	5958	3123	6258	3057	1217	4500	7871	5137	4392	12714	15520	117	95	10435	12359
TMCO1	602	521	527	325	136	395	1115	707	554	1064	1373	123	88	809	1092
SFT2D2	2073	1259	1903	977	491	1552	1671	2324	1842	2010	2731	275	244	1626	1809
LOC102902635	4565	1986	6844	1785	1591	2853	5964	3582	3019	3276	4573	36	44	3846	4851
FAM129A	1497	822	2129	863	369	771	497	2184	1498	25	39	1226	975	263	295
LAD1	2	6	4	3	8	2	10	20	14	77	76	93	109	9	8
FMN2	48	34	44	20	55	28	80	76	60	63	65	213	216	16	12
TTC24	25	22	29	20	14	15	4	3	3	18	9	28	31	6	1
TOR3A	628	544	714	406	153	472	621	695	650	713	814	99	103	496	608
HMCN1	23	15	17	9	70	10	3774	3979	3210	1624	2242	565	704	6055	6864
PEAR1	758	1175	640	225	134	731	933	274	305	144	149	54	51	351	407
NPHS2	2	0	1	1	5	2	24	25	21	31	49	54	84	3	7
NOS1AP	9	10	8	10	24	4	22	33	38	31	33	99	141	25	52
CF1H1orf226	20	8	21	16	10	10	71	112	91	96	102	96	101	77	79
LOC101094152	40	26	29	23	8	25	4	6	11	19	17	67	59	7	2
ASCL5	2	1	2	0	5	4	1	0	0	1	2	50	40	1	1
